CMDLINE /home/diego/Scrivania/Algoritmi_e_strutture_dati/Elaborato_aloritmi_19_20_BT/.env/bin/python3 src/main.py -t 11 --bin logs_prima_rete_FA/serialized_objects/silent_closure_space -O o3,o2
MEM 3.847656 1633596082.2313
MEM 26.882812 1633596082.3316
MEM 46.597656 1633596082.4319
MEM 55.160156 1633596082.5324
